"addr1";"addr2";"areacode";"booktour";"cat1";"cat2";"cat3";"contentid";"contenttypeid";"createdtime";"firstimage";"firstimage2";"cpyrhtDivCd";"mapx";"mapy";"mlevel";"modifiedtime";"sigungucode";"tel";"title";"zipcode";"visitNo"
"양양군 양양읍 거마천로 60";"";"32";"";"A05";"A0502";"A05020100";"134090";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/40/1842740_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/40/1842740_image3_1.jpg";"Type3";"128.6046663507";"38.0776307675";"6";"20230701142520";"7";"033-671-2325";"녹원갈비";"25019";0
"양양군 양양읍 포월나들길 23";"";"32";"";"A05";"A0502";"A05020100";"134091";"39";"20040822090000";"http://tong.visitkorea.or.kr/cms/resource/82/3071582_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/82/3071582_image3_1.jpg";"Type3";"128.6304048744";"38.1036449100";"6";"20231215164813";"7";"033-671-1500";"등불가든";"25013";0
"평창군 대관령면 눈마을길 9";"";"32";"";"A05";"A0502";"A05020100";"134095";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/76/816876_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/76/816876_image3_1.jpg";"Type3";"128.7100277480";"37.6691357197";"6";"20230702052602";"15";"033-335-5430";"고향이야기";"25346";0
"하동군 하동읍 경서대로 94";"";"36";"";"A05";"A0502";"A05020100";"134111";"39";"20040105090000";"http://tong.visitkorea.or.kr/cms/resource/15/1743015_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/15/1743015_image3_1.jpg";"Type3";"127.7467561384";"35.0645345134";"6";"20230322133806";"18";"055-883-8333";"동흥식당";"52332";0
"구미시 신시로16길 83";"(송정동)";"35";"";"A05";"A0502";"A05020100";"134112";"39";"20040103090000";"http://tong.visitkorea.or.kr/cms/resource/36/1969336_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/36/1969336_image3_1.jpg";"Type3";"128.3480331996";"36.1169124231";"6";"20230414103910";"4";"054-456-1400";"선산고을";"39279";0
"구미시 산업로 224";"";"35";"";"A05";"A0502";"A05020100";"134113";"39";"20040103090000";"http://tong.visitkorea.or.kr/cms/resource/46/1902346_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/46/1902346_image3_1.jpg";"Type3";"128.3451220903";"36.1260891046";"6";"20230726144533";"4";"054-457-7500";"금오산성숯불갈비";"39230";0
"청송군 청송읍 논시골로 14";"";"35";"";"A05";"A0502";"A05020100";"134141";"39";"20040224090000";"http://tong.visitkorea.or.kr/cms/resource/44/1981644_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/44/1981644_image3_1.jpg";"Type3";"129.0742262959";"36.4435166421";"6";"20230422130439";"21";"054-872-8881, 8882";"만수무강";"37423";0
"포항시 남구 구룡포읍 구평리";"";"35";"";"A05";"A0502";"A05020100";"134149";"39";"20040822090000";"http://tong.visitkorea.or.kr/cms/resource/61/1902361_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/61/1902361_image3_1.jpg";"Type3";"129.5380304365";"35.9488426847";"6";"20230727110928";"23";"054-284-7242";"구룡장어";"37940";0
"성주군 수륜면 성주가야산로 110";"";"35";"";"A05";"A0502";"A05020100";"134155";"39";"20041008090000";"http://tong.visitkorea.or.kr/cms/resource/16/1969316_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/16/1969316_image3_1.jpg";"Type3";"128.1392606493";"35.7907456327";"6";"20230605112652";"10";"054-932-5777";"산마루";"40063";0
"문경시 문경읍 새재로 458-1";"";"35";"";"A05";"A0502";"A05020100";"134164";"39";"20040821090000";"http://tong.visitkorea.or.kr/cms/resource/76/1959376_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/76/1959376_image3_1.jpg";"Type3";"128.1073483272";"36.7340208871";"6";"20230828131100";"7";"054-571-2030";"새재가든";"36917";0
"공주시 백미고을길 5-9";"";"34";"";"A05";"A0502";"A05020100";"134174";"39";"20040223090000";"http://tong.visitkorea.or.kr/cms/resource/81/3057481_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/81/3057481_image3_1.JPG";"Type3";"127.1229995205";"36.4647145711";"6";"20231204152304";"1";"041-857-9999";"고마나루1999";"32537";0
"인제군 북면 어두원길 25";"";"32";"";"A05";"A0502";"A05020100";"134188";"39";"20030828090000";"http://tong.visitkorea.or.kr/cms/resource/01/1813901_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/01/1813901_image3_1.jpg";"Type3";"128.2320316650";"38.1381415429";"6";"20230702045648";"10";"033-463-3842";"산채촌";"24608";0
"인제군 기린면 조침령로 1233";"";"32";"";"A05";"A0502";"A05020100";"134190";"39";"20041230090000";"http://tong.visitkorea.or.kr/cms/resource/04/1842504_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/04/1842504_image3_1.jpg";"Type3";"128.4164506809";"37.9682481749";"6";"20230702041932";"10";"033-463-1020";"두무대식당";"24653";0
"제천시 내토로 181";"";"33";"";"A05";"A0502";"A05020100";"134195";"39";"20030925090000";"http://tong.visitkorea.or.kr/cms/resource/89/1850689_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/89/1850689_image3_1.jpg";"Type3";"128.1785083185";"37.1300600454";"6";"20230622155158";"7";"043-644-2577";"비원";"27189";0
"논산시 가야곡면 탑정로 840";"";"34";"";"A05";"A0502";"A05020200";"134197";"39";"20030430090000";"http://tong.visitkorea.or.kr/cms/resource/91/1902491_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/91/1902491_image3_1.jpg";"Type3";"127.1541933666";"36.1755232187";"6";"20231122161022";"3";"041-742-7201";"루체";"33017";0
"동래구 금강로123번길 12";"";"6";"";"A05";"A0502";"A05020100";"134199";"39";"20030919090000";"http://tong.visitkorea.or.kr/cms/resource/15/1902115_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/15/1902115_image3_1.jpg";"Type3";"129.0792715868";"35.2208492664";"6";"20230410133243";"6";"051-552-0157";"동래별장";"47703";0
"강남구 선릉로146길 3";"";"1";"";"A05";"A0502";"A05020100";"134201";"39";"20030919090000";"http://tong.visitkorea.or.kr/cms/resource/89/1838489_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/89/1838489_image3_1.jpg";"Type3";"127.0399333544";"37.5219549732";"6";"20230228100709";"1";"02-518-4001";"무등산";"06062";0
"봉화군 소천면 청옥로 514";"";"35";"";"A05";"A0502";"A05020100";"134209";"39";"20030423090000";"http://tong.visitkorea.or.kr/cms/resource/50/612450_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/50/612450_image3_1.jpg";"Type3";"129.0038948575";"36.9671055159";"6";"20230508103224";"8";"054-673-2567";"대풍정식음소";"36264";0
"포천시 호국로964번길 12";"";"31";"";"A05";"A0502";"A05020100";"134224";"39";"20040220090000";"http://tong.visitkorea.or.kr/cms/resource/85/1789585_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/85/1789585_image3_1.jpg";"Type3";"127.1652014155";"37.8503273725";"6";"20230811155647";"29";"031-535-0303";"대복복집";"11162";0
"울진군 울진읍 현내항길 281";"";"35";"";"A05";"A0502";"A05020100";"134232";"39";"20040103090000";"http://tong.visitkorea.or.kr/cms/resource/32/1981632_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/32/1981632_image3_1.jpg";"Type3";"129.4156908579";"36.9907163529";"6";"20231215155021";"18";"054-783-2301";"돌고래횟집";"36321";0
"구례군 구례읍 섬진강로 6";"";"38";"";"A05";"A0502";"A05020100";"134246";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/75/1973175_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/75/1973175_image3_1.jpg";"Type3";"127.4549707993";"35.1679066919";"6";"20230814161301";"5";"061-782-5888";"남촌회관";"57659";0
"부안군 변산면 묵정길 83-6";"";"37";"";"A05";"A0502";"A05020100";"134273";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/39/1977439_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/39/1977439_image3_1.jpg";"Type3";"126.5585480964";"35.6885962884";"6";"20240118105427";"6";"063-584-4874";"변산온천산장";"56343";0
"장성군 황룡면 홍길동로 388-10";"";"38";"";"A05";"A0502";"A05020100";"134293";"39";"20040920090000";"http://tong.visitkorea.or.kr/cms/resource/60/1023760_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/60/1023760_image3_1.jpg";"Type3";"126.7323086510";"35.3177496497";"6";"20230410101648";"19";"061-393-0955";"산골짜기";"57223";0
"평창군 대관령면 횡계2길 3-6";"";"32";"";"A05";"A0502";"A05020100";"134298";"39";"20040220090000";"http://tong.visitkorea.or.kr/cms/resource/39/1822539_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/39/1822539_image3_1.jpg";"Type3";"128.7085777717";"37.6726602845";"6";"20230802201230";"15";"033-335-5360";"대관령숯불회관";"25344";0
"동해시 삼화로 527-4";"";"32";"";"A05";"A0502";"A05020100";"134319";"39";"20030715090000";"http://tong.visitkorea.or.kr/cms/resource/05/2394905_image2_1.JPG";"http://tong.visitkorea.or.kr/cms/resource/05/2394905_image2_1.JPG";"Type3";"129.0207727896";"37.4632127357";"6";"20230702051324";"3";"033-534-7051";"보리밭";"25746";0
"사상구 낙동대로 1564";"";"6";"";"A05";"A0502";"A05020100";"134326";"39";"20020926090000";"http://tong.visitkorea.or.kr/cms/resource/17/1902117_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/17/1902117_image3_1.jpg";"Type3";"128.9878357701";"35.1965808534";"6";"20230215151832";"9";"051-304-7733";"곰보식당";"46901";0
"동해시 임항로 36";"(1층 101호 부곡동, 승우4차아파트)";"32";"";"A05";"A0502";"A05020100";"134329";"39";"20040223090000";"http://tong.visitkorea.or.kr/cms/resource/80/3070380_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/80/3070380_image3_1.jpg";"Type3";"129.1061239407";"37.5383224115";"6";"20231215114037";"3";"033-535-1724";"산야";"25735";0
"홍천군 홍천읍 진리로 20";"";"32";"";"A05";"A0502";"A05020100";"134332";"39";"20040223090000";"http://tong.visitkorea.or.kr/cms/resource/75/1814075_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/75/1814075_image3_1.jpg";"Type3";"127.8893151246";"37.6924424224";"6";"20230702041352";"16";"033-434-2435";"삼오식당";"25133";0
"평창군 진부면 오대산3길 13";"";"32";"";"A05";"A0502";"A05020100";"134335";"39";"20040223090000";"http://tong.visitkorea.or.kr/cms/resource/38/1822538_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/38/1822538_image3_1.jpg";"Type3";"128.5997752001";"37.7142672615";"6";"20231103154648";"15";"033-333-3103";"산수명산";"25318";0
"횡성군 둔내면 고원로 158-27";"";"32";"";"A05";"A0502";"A05020100";"134355";"39";"20040223090000";"http://tong.visitkorea.or.kr/cms/resource/71/612471_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/71/612471_image3_1.jpg";"Type3";"128.2253151511";"37.5097143427";"6";"20230728104206";"18";"033-344-1808";"들꽃피는언덕";"25264";0
"파주시 문산읍 반구정로85번길 13";"";"31";"";"A05";"A0502";"A05020100";"134362";"39";"20040105090000";"http://tong.visitkorea.or.kr/cms/resource/92/1022392_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/92/1022392_image3_1.jpg";"Type3";"126.7517276212";"37.8684094698";"6";"20230221104751";"27";"031-952-3472";"반구정 나루터집";"10818";0
"삼척시 새천년도로 596";"";"32";"";"A05";"A0502";"A05020100";"134371";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/01/3039501_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/01/3039501_image3_1.jpg";"Type3";"129.1638348519";"37.4671678508";"6";"20231115121833";"4";"033-572-1277";"부일막국수";"25909";0
"춘천시 남산면 강촌로 92";"";"32";"";"A05";"A0502";"A05020100";"134385";"39";"20040220090000";"http://tong.visitkorea.or.kr/cms/resource/71/1951371_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/71/1951371_image3_1.jpg";"Type3";"127.6354346847";"37.8110794706";"6";"20230702052646";"13";"033-262-6523";"물갯말닭갈비";"24465";0
"부안군 부안읍 당산로 71";"";"37";"";"A05";"A0502";"A05020100";"134397";"39";"20030610090000";"http://tong.visitkorea.or.kr/cms/resource/34/1977334_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/34/1977334_image3_1.jpg";"Type3";"126.7312760641";"35.7306944226";"6";"20240118111223";"6";"063-581-1626";"당산마루";"56305";0
"중구 서해대로449번길 40 (신흥동1가)";"2층";"2";"";"A05";"A0502";"A05020100";"134405";"39";"20030610090000";"http://tong.visitkorea.or.kr/cms/resource/74/1872974_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/74/1872974_image3_1.jpg";"Type3";"126.6324581423";"37.4670374324";"6";"20231031092652";"10";"032-766-9150";"선미정";"22324";0
"함평군 함평읍 함영로 1012";"";"38";"";"A05";"A0502";"A05020100";"134410";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/30/1972330_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/30/1972330_image3_1.jpg";"Type3";"126.5262109279";"35.0663274174";"6";"20230602144916";"22";"061-323-6292, 7292";"고기굽는사람들";"57146";0
"사천시 숲뫼1길 41";"";"36";"";"A05";"A0502";"A05020100";"134414";"39";"20030908090000";"http://tong.visitkorea.or.kr/cms/resource/78/1904978_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/78/1904978_image3_1.jpg";"Type3";"128.0869657460";"34.9373353268";"6";"20230726132829";"8";"055-832-3188";"대영장어";"52562";0
"사천시 수남길 70";"";"36";"";"A05";"A0502";"A05020100";"134420";"39";"20030416090000";"http://tong.visitkorea.or.kr/cms/resource/19/1886119_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/19/1886119_image3_1.jpg";"Type3";"128.0703118758";"34.9285304645";"6";"20230131173815";"8";"055-833-3191";"보광식당";"52569";0
"사천시 목섬길 69";"";"36";"";"A05";"A0502";"A05020100";"134421";"39";"20030902090000";"http://tong.visitkorea.or.kr/cms/resource/34/1886134_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/34/1886134_image3_1.jpg";"Type3";"128.0752337824";"34.9241365992";"6";"20231006170355";"8";"055-832-3922";"복원횟집";"52568";0
"군산시 나운5길 63-2";"";"37";"";"A05";"A0502";"A05020100";"134446";"39";"202401181743";"http://tong.visitkorea.or.kr/cms/resource/60/1977460_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/60/1977460_image3_1.jpg";"Type3";"126.7039725616";"35.9617509561";"6";"20240118174312";"2";"063-463-2311";"산마루";"54140";0
"보성군 복내면 옥평길 27-1";"";"38";"";"A04";"A0401";"A04010700";"1344536";"38";"20110729181917";"http://tong.visitkorea.or.kr/cms/resource/61/1971661_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/61/1971661_image3_1.jpg";"Type3";"127.1331951563";"34.8857051734";"6";"20231205174833";"10";"";"삼베랑 (보성)";"59406";0
"양평군 강상면 독배길 32-25";"";"31";"";"A05";"A0502";"A05020300";"134461";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/78/1790978_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/78/1790978_image3_1.jpg";"Type3";"127.4734614321";"37.4935772381";"6";"20230816160525";"19";"031-774-7020";"길조";"12571";0
"괴산군 청천면 괴산로 217";"";"33";"";"A05";"A0502";"A05020100";"134463";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/63/1849863_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/63/1849863_image3_1.jpg";"Type3";"127.8080559827";"36.6238835824";"6";"20230117151253";"1";"043-833-1773";"명신펜션식당";"28064";0
"삼척시 원당로2길 69";"";"32";"";"A05";"A0502";"A05020100";"134470";"39";"20040102090000";"http://tong.visitkorea.or.kr/cms/resource/00/1814100_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/00/1814100_image3_1.jpg";"Type3";"129.1534005870";"37.4375182824";"6";"20231005174326";"4";"033-575-0011";"강화가든";"25918";0
"영월군 북면 하늘샘길 10";"";"32";"";"A05";"A0502";"A05020100";"134501";"39";"20030924090000";"http://tong.visitkorea.or.kr/cms/resource/64/1842464_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/64/1842464_image3_1.jpg";"Type3";"128.4261382828";"37.2442793251";"6";"20230725165427";"8";"033-372-3240";"문곡송어횟집";"26210";0
"함양군 안의면 농월정길 7";"";"36";"";"A05";"A0502";"A05020100";"134503";"39";"20031001090000";"http://tong.visitkorea.or.kr/cms/resource/06/1980506_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/06/1980506_image3_1.jpg";"Type3";"127.7809634782";"35.6231359783";"6";"20230927165839";"20";"055-963-7279";"금수강산";"50005";0
"포천시 일동면 화동로 1258";"";"31";"";"A05";"A0502";"A05020100";"134510";"39";"20050202090000";"http://tong.visitkorea.or.kr/cms/resource/00/219800_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/00/219800_image3_1.jpg";"Type3";"127.3309938331";"37.9719301184";"6";"20230227103840";"29";"031-536-9919";"명지원 이동갈비";"11118";0
"의왕시 백운로 140-10";"(오전동)";"31";"";"A05";"A0502";"A05020100";"134512";"39";"20041230090000";"http://tong.visitkorea.or.kr/cms/resource/75/1856875_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/75/1856875_image2_1.jpg";"Type3";"126.9917284933";"37.3572204467";"6";"20230327113847";"24";"031-456-8023";"산촌";"16065";0
"춘천시 효석로 29";"";"32";"";"A05";"A0502";"A05020100";"134544";"39";"20040223090000";"http://tong.visitkorea.or.kr/cms/resource/39/1842839_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/39/1842839_image3_1.jpg";"Type3";"127.7349601843";"37.8636474301";"6";"20231101140400";"13";"033-262-9288";"서울녹각삼계탕";"24374";0
"남해군 상주로 22";"";"36";"";"A05";"A0502";"A05020100";"134546";"39";"20040225090000";"http://tong.visitkorea.or.kr/cms/resource/57/1886157_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/57/1886157_image3_1.jpg";"Type3";"127.9876938815";"34.7216577330";"6";"20230424143207";"5";"055-867-6498,7948";"삼현식당";"52440";0
"영동군 횡지구백길 5 자계예술촌";"";"33";"";"A02";"A0207";"A02070200";"1345504";"15";"20110730020406";"http://tong.visitkorea.or.kr/cms/resource/06/2996406_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/06/2996406_image3_1.jpg";"Type3";"127.7463800199";"36.0519866772";"6";"20240206130654";"4";"043-743-0004";"산골공연 예술잔치";"29158";0
"창녕군 영산면 온천로 103-25";"";"36";"";"A05";"A0502";"A05020100";"134557";"39";"20070906090000";"http://tong.visitkorea.or.kr/cms/resource/91/1892891_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/91/1892891_image3_1.jpg";"Type3";"128.5389348535";"35.4463084605";"6";"20231109154553";"15";"055-521-6116";"도리원";"50348";0
"청송군 청송읍 중앙로 415";"";"35";"";"A05";"A0502";"A05020100";"134560";"39";"20040407090000";"http://tong.visitkorea.or.kr/cms/resource/25/1023625_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/25/1023625_image3_1.jpg";"Type3";"129.0713932678";"36.4416306914";"6";"20230214151046";"21";"";"달기약수닭백숙해성";"37423";0
"옥천군 옥천읍 성왕로 1169";"";"33";"";"A05";"A0502";"A05020100";"134563";"39";"20040419090000";"http://tong.visitkorea.or.kr/cms/resource/07/1849807_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/07/1849807_image3_1.jpg";"Type3";"127.5696192099";"36.3132703838";"6";"20231229094439";"5";"043-731-5501";"명가샤브마을";"29031";0
"옥천군 군북면 성왕로 1564";"";"33";"";"A05";"A0502";"A05020100";"134564";"39";"20040419090000";"http://tong.visitkorea.or.kr/cms/resource/89/1849789_image2_1.jpg";"http://tong.visitkorea.or.kr/cms/resource/89/1849789_image3_1.jpg";"Type3";"127.5885501360";"36.3395177228";"6";"20230823151604";"5";"043-733-3678";"새강변가든";"29004";0
